Vehicle_Model,Maintenance_History,Reported_Issues,Vehicle_Age,Odometer_Reading,Days_Since_Last_Service,Last_Service_Date,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
Car,Good,0,3,131387,575.00,04-10-2023,3,3,10.85012681,Worn Out,New,Weak,1
Van,Poor,4,2,96800,539.00,09-11-2023,8,0,16.34955124,Good,Good,Good,1
Truck,Poor,3,8,147072,585.00,24-09-2023,10,0,11.92570827,Good,New,Weak,1
Van,Poor,3,8,30163,503.00,15-12-2023,4,1,16.63879962,Worn Out,New,Weak,1
Bus,Good,5,7,75506,620.00,20-08-2023,3,2,16.24623078,New,Worn Out,Good,1
Car,Average,4,7,38576,491.00,27-12-2023,3,0,17.64817987,Worn Out,Worn Out,New,1
Bus,Average,2,4,129114,744.00,18-04-2023,7,1,12.61827983,Good,New,Weak,1
SUV,Average,0,1,81159,555.00,24-10-2023,8,3,10.22898248,Worn Out,Good,Good,1
Van,Good,4,3,83815,608.00,01-09-2023,1,1,19.1818961,Worn Out,Good,Weak,1
SUV,Average,4,4,95768,685.00,16-06-2023,10,1,10.89942692,Good,New,Good,1
Van,Average,3,5,14790,647.00,24-07-2023,7,1,13.74629111,New,Worn Out,Good,1
SUV,Good,3,4,61863,581.00,28-09-2023,2,0,13.68737696,Worn Out,Worn Out,Good,1
Van,Good,0,9,38666,759.00,03-04-2023,8,3,17.93117747,Worn Out,Good,Weak,1
Car,Average,4,8,109306,586.00,23-09-2023,8,1,19.42464664,New,Good,Good,1
SUV,Poor,1,7,99340,752.00,10-04-2023,6,1,11.06706947,New,New,New,0
Bus,Average,0,9,114463,662.00,09-07-2023,10,1,15.60332883,New,New,Weak,1
Bus,Poor,1,8,34531,711.00,21-05-2023,2,3,18.9188946,Worn Out,New,Weak,1
Bus,Poor,5,6,48807,731.00,01-05-2023,3,2,17.45850771,Good,Worn Out,Weak,1
Motorcycle,Good,0,5,143945,606.00,03-09-2023,9,2,13.04557814,New,Worn Out,Good,1
Car,Poor,4,6,39818,495.00,23-12-2023,6,1,18.27460402,Good,New,Good,1
Van,Good,3,3,107866,522.00,26-11-2023,8,2,18.70367453,Worn Out,Worn Out,Weak,1
Truck,Poor,2,4,126468,745.00,17-04-2023,9,3,13.81329911,Good,Worn Out,Weak,1
Car,Poor,2,4,88161,512.00,06-12-2023,9,3,13.46109339,Good,Good,Good,1
SUV,Good,3,4,12299,740.00,22-04-2023,7,1,13.41338333,New,Worn Out,New,1
Bus,Average,0,3,99148,673.00,28-06-2023,9,1,12.51191629,New,New,Weak,1
Bus,Good,4,7,8267,456.00,31-01-2024,1,2,12.77741452,Good,Worn Out,New,1
Car,Average,3,5,134524,515.00,03-12-2023,7,2,10.38529753,Good,New,Good,1
Motorcycle,Average,2,4,100577,635.00,05-08-2023,2,1,11.94090915,New,Good,Good,0
Motorcycle,Poor,3,10,19263,698.00,03-06-2023,7,1,11.66201273,Worn Out,Good,New,1
SUV,Average,2,1,18447,666.00,05-07-2023,10,3,19.83728586,Worn Out,New,New,1
Bus,Poor,0,4,101775,714.00,18-05-2023,9,3,11.89927783,Good,Good,New,1
Truck,Poor,0,7,145502,664.00,07-07-2023,1,1,15.00787668,Worn Out,Good,New,0
Truck,Average,2,10,134341,622.00,18-08-2023,10,0,18.07416322,Worn Out,Good,New,0
SUV,Poor,1,6,23298,744.00,18-04-2023,1,2,11.24688474,Good,New,Weak,1
Van,Average,5,4,53882,612.00,28-08-2023,2,2,17.71954966,Good,New,Weak,1
Motorcycle,Good,0,5,94057,699.00,02-06-2023,6,3,13.73893643,Good,New,New,0
Motorcycle,Poor,4,4,58188,651.00,20-07-2023,8,1,18.32061367,Worn Out,Good,Weak,1
Truck,Good,3,9,22550,617.00,23-08-2023,4,1,11.894957,Good,Worn Out,Good,1
Van,Good,3,2,64500,617.00,23-08-2023,10,3,15.73588644,New,Worn Out,Weak,1
Car,Poor,0,8,126468,446.00,10-02-2024,8,3,14.24335284,Good,New,New,1
Motorcycle,Poor,4,8,130527,498.00,20-12-2023,3,2,16.22871023,New,Worn Out,New,1
Car,Poor,2,8,112472,660.00,11-07-2023,1,0,14.79585244,Good,Worn Out,New,1
Truck,Average,0,4,144902,515.00,03-12-2023,8,2,16.37611868,New,New,Weak,1
SUV,Average,1,7,92172,623.00,17-08-2023,10,2,17.47158537,Good,Worn Out,New,1
Van,Good,1,7,44568,647.00,24-07-2023,7,1,19.19592791,Good,Worn Out,New,1
Motorcycle,Poor,3,5,118178,642.00,29-07-2023,9,3,18.36428764,Worn Out,Good,New,1
Bus,Good,5,2,65384,486.00,01-01-2024,4,1,18.9441749,Good,Good,New,1
SUV,Poor,2,10,99860,741.00,21-04-2023,2,3,13.32184113,New,New,Good,1
Van,Average,2,7,45670,681.00,20-06-2023,2,3,19.90410142,New,Good,Weak,1
Van,Poor,3,4,52778,525.00,23-11-2023,4,1,14.4591519,Good,Worn Out,New,1
Motorcycle,Average,1,10,31906,594.00,15-09-2023,1,2,14.69350842,Good,New,Weak,1
Motorcycle,Good,3,4,106925,595.00,14-09-2023,8,0,13.20837705,Worn Out,New,Weak,1
Bus,Good,1,1,73906,435.00,21-02-2024,3,3,15.11842926,New,Worn Out,Weak,1
Car,Good,1,10,23395,738.00,24-04-2023,10,2,12.78175764,Worn Out,Worn Out,Weak,1
SUV,Poor,0,3,46527,490.00,28-12-2023,2,1,17.17265073,Good,New,New,0
Motorcycle,Average,4,9,7885,738.00,24-04-2023,8,2,10.07919598,Worn Out,New,New,1
Bus,Poor,1,4,122627,750.00,12-04-2023,7,2,16.47238974,New,Good,Good,0
Motorcycle,Good,0,10,50608,701.00,31-05-2023,3,0,16.52062561,Worn Out,Good,New,0
Truck,Good,0,9,18271,492.00,26-12-2023,9,2,17.15577379,New,Worn Out,Weak,1
Truck,Average,4,6,135903,635.00,05-08-2023,7,0,14.61550667,New,Good,New,1
Bus,Poor,4,5,38053,670.00,01-07-2023,5,3,19.67241764,Good,Good,New,1
Car,Poor,2,3,146895,638.00,02-08-2023,7,1,10.10592145,Worn Out,Good,New,1
Truck,Average,0,8,64640,677.00,24-06-2023,9,2,13.81675749,Worn Out,Good,Good,1
Truck,Average,1,3,32025,660.00,11-07-2023,7,2,18.69408064,Worn Out,Worn Out,New,1
Motorcycle,Poor,5,8,33934,459.00,28-01-2024,10,0,11.39845727,Good,New,New,1
Bus,Average,3,4,22397,697.00,04-06-2023,2,1,15.40500928,New,New,Weak,1
Van,Average,1,3,82608,645.00,26-07-2023,6,1,16.24317328,New,Good,Good,0
SUV,Average,3,2,70376,460.00,27-01-2024,10,3,16.81648427,Good,New,Weak,1
Bus,Average,3,8,59501,523.00,25-11-2023,3,0,17.44521898,Worn Out,Worn Out,Good,1
SUV,Average,3,1,81881,737.00,25-04-2023,9,1,15.39295565,Worn Out,Worn Out,Good,1
Van,Good,4,9,6302,498.00,20-12-2023,7,2,18.09529751,New,New,Good,1
Motorcycle,Good,5,8,90524,472.00,15-01-2024,9,0,11.82925241,New,Good,Good,1
Truck,Good,0,2,19271,435.00,21-02-2024,3,2,13.76894096,New,Good,Weak,1
Van,Good,1,6,8296,739.00,23-04-2023,8,1,10.35341867,Good,New,New,0
Van,Good,4,10,55553,566.00,13-10-2023,5,0,11.46986054,New,New,Weak,1
Bus,Good,2,7,110844,431.00,25-02-2024,5,0,16.55639812,Worn Out,New,Weak,1
Truck,Average,3,10,110163,442.00,14-02-2024,7,3,10.68308215,Worn Out,New,Weak,1
Truck,Poor,1,4,127996,502.00,16-12-2023,1,2,11.95522897,Good,Good,Weak,1
SUV,Average,1,9,55581,654.00,17-07-2023,4,3,18.98558745,Good,Worn Out,Weak,1
Motorcycle,Average,4,5,75528,687.00,14-06-2023,1,1,15.82228239,Worn Out,New,Good,1
Van,Average,5,6,12030,532.00,16-11-2023,8,0,19.37019208,Good,Good,Good,1
Truck,Average,4,9,9273,671.00,30-06-2023,1,0,17.82830222,Good,New,Weak,1
Truck,Poor,0,4,135047,730.00,02-05-2023,5,2,14.10534945,Worn Out,Worn Out,New,1
SUV,Poor,0,7,75883,648.00,23-07-2023,7,2,13.54112205,Good,New,Weak,1
Bus,Average,2,4,42326,601.00,08-09-2023,10,3,13.82027063,New,Good,New,1
Car,Good,0,2,32574,530.00,18-11-2023,7,0,12.75700828,Good,New,New,0
Van,Average,1,10,108181,658.00,13-07-2023,2,1,18.98698828,New,Good,Weak,1
Car,Poor,0,9,97275,750.00,12-04-2023,10,2,13.09265571,New,New,Good,1
SUV,Good,4,9,22631,737.00,25-04-2023,6,0,15.65622612,Good,Good,New,1
Motorcycle,Poor,0,6,18889,529.00,19-11-2023,6,0,14.56527651,Good,New,New,0
Car,Good,5,6,91643,502.00,16-12-2023,7,3,16.99282013,Worn Out,Good,New,1
Truck,Poor,1,1,106253,604.00,05-09-2023,3,1,11.00529534,New,Worn Out,New,1
Truck,Good,1,8,7234,633.00,07-08-2023,6,1,12.74354334,Good,Worn Out,Good,1
Motorcycle,Average,4,5,140598,430.00,26-02-2024,9,0,17.17488919,Good,Worn Out,Weak,1
Bus,Good,1,5,101545,729.00,03-05-2023,5,1,13.38240861,Good,Worn Out,Good,1
Van,Average,1,1,122107,695.00,06-06-2023,7,0,13.35781466,Good,Worn Out,Weak,1
Bus,Average,1,6,62407,705.00,27-05-2023,3,0,19.41578369,Worn Out,Good,Weak,1
Car,Poor,0,1,143514,525.00,23-11-2023,9,0,19.96161731,New,Good,New,0
Car,Poor,2,7,97298,479.00,08-01-2024,3,3,15.1555456,New,Worn Out,Weak,1
Car,Average,5,1,107919,449.00,07-02-2024,6,3,19.84735827,Good,Worn Out,New,1
Motorcycle,Average,0,3,85731,502.00,16-12-2023,10,2,17.98814277,New,Good,Good,1
Truck,Poor,4,2,59541,465.00,22-01-2024,10,0,14.25603776,Worn Out,New,Weak,1
Motorcycle,Poor,0,7,49171,445.00,11-02-2024,2,2,13.05498329,Good,Good,New,0
SUV,Good,2,2,85968,506.00,12-12-2023,6,1,18.84215795,New,Worn Out,Good,1
Bus,Average,0,9,70986,671.00,30-06-2023,9,2,13.39811806,Good,Worn Out,Good,1
SUV,Good,5,1,13352,686.00,15-06-2023,7,3,13.88303672,Worn Out,Worn Out,Good,1
SUV,Average,0,8,24967,467.00,20-01-2024,6,1,11.41357022,Worn Out,New,Weak,1
Motorcycle,Average,2,2,130160,605.00,04-09-2023,2,0,15.37546687,Worn Out,Good,Weak,1
Car,Average,3,6,71288,496.00,22-12-2023,2,2,11.23529068,Worn Out,Good,Good,1
Truck,Poor,5,10,55762,510.00,08-12-2023,2,0,16.23324785,Worn Out,Good,Weak,1
Motorcycle,Poor,4,8,115026,731.00,01-05-2023,3,2,11.42859043,Worn Out,New,New,1
Truck,Average,3,4,18518,470.00,17-01-2024,9,0,10.46102733,New,Good,Good,1
Motorcycle,Good,5,8,145342,497.00,21-12-2023,6,3,16.09092162,Worn Out,Worn Out,Weak,1
Motorcycle,Good,3,3,12292,734.00,28-04-2023,7,3,19.20892909,Worn Out,Good,Good,0
SUV,Average,1,4,35983,649.00,22-07-2023,5,3,16.41301903,New,Good,Good,0
SUV,Good,1,5,28073,599.00,10-09-2023,7,0,17.96709985,Good,New,New,0
SUV,Good,3,4,141687,541.00,07-11-2023,10,1,10.12898869,Worn Out,Worn Out,Good,1
SUV,Good,4,3,83705,741.00,21-04-2023,2,2,12.54978084,Good,Good,New,1
Motorcycle,Poor,1,8,72828,599.00,10-09-2023,10,2,13.70589426,New,Worn Out,Weak,1
Motorcycle,Poor,5,4,5451,758.00,04-04-2023,4,3,15.63357152,Good,New,Good,1
Van,Poor,4,7,12786,727.00,05-05-2023,4,1,12.37777499,Good,New,New,1
Motorcycle,Average,1,10,114353,644.00,27-07-2023,3,0,19.18523946,Good,Good,Good,0
Car,Good,2,1,90323,691.00,10-06-2023,7,0,12.80493428,New,New,Good,0
SUV,Average,1,10,13008,451.00,05-02-2024,1,0,13.75894018,Good,New,Good,0
Car,Good,2,8,88073,555.00,24-10-2023,10,2,11.35042752,Good,Worn Out,Weak,1
SUV,Good,1,4,98881,593.00,16-09-2023,7,3,17.19009953,New,Good,Good,0
SUV,Average,4,10,39440,503.00,15-12-2023,5,1,16.29224016,Worn Out,Worn Out,Good,1
Truck,Average,0,5,104696,649.00,22-07-2023,3,0,11.20360546,Good,Good,New,0
Motorcycle,Average,1,6,47503,733.00,29-04-2023,1,0,14.67633632,New,Good,New,0
Motorcycle,Poor,5,3,145062,719.00,13-05-2023,5,3,13.4047672,Worn Out,Good,New,1
SUV,Good,4,7,96199,627.00,13-08-2023,8,0,16.08476109,New,Good,Good,1
Motorcycle,Poor,0,9,55008,711.00,21-05-2023,8,3,10.84242901,Good,New,New,1
Motorcycle,Good,5,5,73628,594.00,15-09-2023,1,2,17.1468364,Worn Out,New,Good,1
Bus,Good,1,7,111176,581.00,28-09-2023,9,2,15.15356206,Good,New,Good,1
Truck,Poor,5,9,92058,490.00,28-12-2023,1,3,13.12581573,Good,Worn Out,Weak,1
Truck,Poor,5,1,132584,548.00,31-10-2023,1,0,13.29836794,Good,New,Good,1
Truck,Good,3,1,95332,520.00,28-11-2023,2,3,18.7419767,Worn Out,Worn Out,New,1
Van,Poor,5,10,97553,736.00,26-04-2023,1,0,13.67247899,Good,Worn Out,Weak,1
Van,Good,5,9,57401,462.00,25-01-2024,2,1,10.8437516,New,New,New,1
Truck,Average,2,7,62833,569.00,10-10-2023,1,3,14.8407957,Good,Worn Out,Weak,1
SUV,Poor,1,9,104138,465.00,22-01-2024,8,3,10.14766375,Worn Out,Worn Out,Good,1
Motorcycle,Poor,3,3,140950,514.00,04-12-2023,6,1,17.44700827,Worn Out,Good,New,1
Car,Average,0,3,75656,651.00,20-07-2023,2,0,12.16231772,Good,Worn Out,Weak,1
SUV,Average,5,5,5730,618.00,22-08-2023,8,3,18.98230894,New,New,Good,1
Motorcycle,Average,0,4,91727,581.00,28-09-2023,2,0,17.02576475,Worn Out,Good,Good,0
Car,Poor,2,9,105639,668.00,03-07-2023,4,0,18.73005991,Good,New,New,1
Bus,Good,5,5,42601,603.00,06-09-2023,6,2,12.67232899,Good,New,New,1
Car,Poor,4,9,72043,588.00,21-09-2023,7,3,18.69938476,Good,Worn Out,Weak,1
SUV,Good,5,1,78103,712.00,20-05-2023,6,1,14.41178854,New,New,Good,1
Motorcycle,Average,1,2,19990,492.00,26-12-2023,10,1,18.31211953,Worn Out,New,Weak,1
Bus,Average,4,6,18819,580.00,29-09-2023,10,1,18.04607841,Worn Out,Good,Weak,1
Motorcycle,Average,2,1,138156,558.00,21-10-2023,3,3,12.85046226,New,Good,Weak,1
Bus,Good,0,10,46969,473.00,14-01-2024,10,1,17.69303503,Good,Good,Weak,1
SUV,Average,1,4,133528,691.00,10-06-2023,9,3,18.83285796,Good,Worn Out,Weak,1
Truck,Poor,1,2,87926,571.00,08-10-2023,6,1,19.23562588,Worn Out,New,Good,0
Car,Good,5,8,47919,538.00,10-11-2023,4,1,15.93737262,Good,New,Good,1
SUV,Average,1,2,42458,452.00,04-02-2024,7,3,15.77394527,Good,Good,Weak,1
Bus,Poor,4,1,83339,499.00,19-12-2023,5,3,10.92420245,Worn Out,Good,New,1
SUV,Poor,1,2,24372,702.00,30-05-2023,6,3,15.87293592,Worn Out,New,New,0
Car,Average,3,9,76133,509.00,09-12-2023,3,2,13.69239281,Good,Good,Good,1
Truck,Poor,1,2,73707,456.00,31-01-2024,3,0,18.81678529,Worn Out,Worn Out,Good,1
Motorcycle,Good,4,6,129840,449.00,07-02-2024,10,0,17.43722371,Worn Out,Good,Good,1
Bus,Poor,2,3,7533,483.00,04-01-2024,7,3,10.38953164,Good,New,Good,1
Motorcycle,Good,0,7,91225,503.00,15-12-2023,4,0,10.76636194,New,Worn Out,Weak,1
Truck,Good,4,7,12768,646.00,25-07-2023,6,1,11.76956381,Worn Out,New,Weak,1
SUV,Poor,0,1,4241,527.00,21-11-2023,9,0,16.44543351,Worn Out,Good,Good,0
SUV,Average,5,9,60299,559.00,20-10-2023,8,2,19.77134027,Good,New,Weak,1
Car,Average,1,6,53389,527.00,21-11-2023,8,2,18.38784702,Worn Out,Worn Out,Good,1
Van,Average,2,9,38460,599.00,10-09-2023,1,2,15.23299551,Worn Out,New,Good,0
Motorcycle,Poor,1,3,36311,520.00,28-11-2023,7,3,16.77072767,Good,New,New,0
Bus,Good,3,1,72906,699.00,02-06-2023,9,2,16.40142363,Worn Out,New,Good,1
Car,Poor,5,8,66998,545.00,03-11-2023,3,3,16.65905866,New,New,Weak,1
Bus,Good,1,7,105939,437.00,19-02-2024,10,2,18.04635459,New,New,Good,1
Motorcycle,Good,5,5,141282,465.00,22-01-2024,2,3,19.69682726,Good,Worn Out,Weak,1
Truck,Good,0,2,18631,506.00,12-12-2023,3,1,17.38132377,New,Worn Out,New,1
Motorcycle,Good,0,10,96014,703.00,29-05-2023,10,0,18.41454271,Good,Good,New,0
Motorcycle,Good,4,1,18406,688.00,13-06-2023,6,1,19.80564738,New,New,Weak,1
Van,Good,5,4,27229,549.00,30-10-2023,8,2,11.69044406,Good,New,New,1
Truck,Good,2,9,144073,492.00,26-12-2023,1,0,17.70147814,Worn Out,Worn Out,Weak,1
Car,Poor,0,2,65202,615.00,25-08-2023,1,3,18.14375475,Worn Out,Good,New,0
Motorcycle,Poor,4,1,147169,428.00,28-02-2024,7,2,15.2408549,Good,New,Weak,1
SUV,Average,3,4,146843,670.00,01-07-2023,10,1,12.59302754,New,Good,New,1
Bus,Average,3,8,39994,741.00,21-04-2023,4,3,12.9957777,New,New,Good,1
Truck,Good,1,9,134351,513.00,05-12-2023,8,2,17.86588154,New,Good,New,1
Car,Poor,3,1,114463,504.00,14-12-2023,6,2,10.83523181,Good,Good,Good,1
Motorcycle,Poor,0,5,117921,460.00,27-01-2024,2,3,14.39547525,Good,Good,Weak,1
SUV,Average,3,1,25732,663.00,08-07-2023,3,3,16.07159787,Worn Out,New,New,1
SUV,Good,3,6,146526,476.00,11-01-2024,4,1,15.70935795,Worn Out,Worn Out,Weak,1
Truck,Good,3,6,21786,617.00,23-08-2023,7,2,19.15637778,Worn Out,New,Weak,1
SUV,Good,5,3,109832,663.00,08-07-2023,9,1,12.98983343,Good,Good,New,1
Bus,Poor,0,5,9045,463.00,24-01-2024,2,1,13.65938391,Worn Out,Good,Good,0
Car,Average,0,2,22532,656.00,15-07-2023,3,0,11.35257143,Good,Good,New,0
Van,Poor,4,4,13742,693.00,08-06-2023,9,3,11.42086096,New,New,Good,1
Motorcycle,Average,5,9,141134,679.00,22-06-2023,6,1,16.03504516,New,Worn Out,Weak,1
Truck,Good,4,7,146458,574.00,05-10-2023,3,3,14.91994311,Good,New,Weak,1
Car,Average,5,2,102695,491.00,27-12-2023,6,2,12.62580194,New,Good,New,1
Car,Poor,5,1,126673,639.00,01-08-2023,7,0,17.55055542,Good,Worn Out,New,1
Car,Good,1,9,15239,518.00,30-11-2023,6,3,10.76400619,Worn Out,New,New,0
Van,Poor,3,7,105918,563.00,16-10-2023,4,0,13.04764777,Good,Good,Weak,1
Bus,Average,1,4,133484,751.00,11-04-2023,10,2,16.12403148,Good,Good,New,1
Car,Poor,5,1,119928,467.00,20-01-2024,7,0,19.41668713,Worn Out,Good,New,1
Van,Average,1,8,25162,608.00,01-09-2023,6,2,14.51376503,Good,New,New,0
SUV,Average,0,7,78353,692.00,09-06-2023,7,3,13.68954417,Worn Out,Good,New,0
SUV,Average,4,7,89513,438.00,18-02-2024,8,0,19.69827754,New,Good,Weak,1
Car,Good,3,8,88527,723.00,09-05-2023,7,0,19.41410554,New,Good,Good,0
Van,Average,4,6,56517,490.00,28-12-2023,6,1,10.48867951,Good,Worn Out,Weak,1
SUV,Good,4,10,40591,515.00,03-12-2023,3,0,13.96875279,Worn Out,Good,Weak,1
Truck,Poor,0,4,112667,598.00,11-09-2023,8,1,15.54561315,New,Worn Out,New,1
Car,Average,0,3,101685,637.00,03-08-2023,5,2,14.92937166,New,Worn Out,New,1
Van,Average,1,4,118195,499.00,19-12-2023,3,1,12.70358055,Worn Out,Good,Weak,1
Bus,Good,5,3,101327,707.00,25-05-2023,4,1,11.97357315,Good,Worn Out,New,1
Van,Poor,5,1,13917,567.00,12-10-2023,5,2,17.11939485,Worn Out,Worn Out,New,1
SUV,Poor,3,2,145388,663.00,08-07-2023,2,1,18.84120043,Worn Out,Worn Out,New,1
SUV,Average,0,5,36124,478.00,09-01-2024,4,2,17.38740095,Worn Out,New,Weak,1
Van,Good,4,4,32146,662.00,09-07-2023,2,3,17.71497436,Worn Out,New,New,1
Car,Poor,3,1,48841,566.00,13-10-2023,1,3,14.48269129,Worn Out,Worn Out,Weak,1
Car,Average,2,8,105075,486.00,01-01-2024,3,2,18.69488511,New,Good,New,0
Bus,Average,0,1,131543,501.00,17-12-2023,10,1,19.51838852,New,Worn Out,Good,1
Van,Average,2,10,92320,653.00,18-07-2023,3,2,12.59818949,Worn Out,New,Weak,1
Bus,Good,0,10,10446,643.00,28-07-2023,1,1,11.66386812,New,Good,Good,0
Truck,Good,4,8,106529,432.00,24-02-2024,4,0,14.77277215,New,New,New,1
Bus,Good,5,9,114097,656.00,15-07-2023,10,2,10.40454259,Good,Good,New,1
Motorcycle,Poor,4,7,58017,737.00,25-04-2023,4,0,12.70401283,Worn Out,New,New,1
Van,Good,4,10,50208,479.00,08-01-2024,5,0,11.53581423,Good,New,New,1
SUV,Poor,3,3,107123,473.00,14-01-2024,4,3,19.59990488,New,Worn Out,Good,1
Motorcycle,Good,1,5,130893,720.00,12-05-2023,1,1,12.61501108,New,Worn Out,New,1
Car,Average,5,7,49513,703.00,29-05-2023,2,0,14.20756678,New,Good,Good,1
SUV,Average,2,5,107962,616.00,24-08-2023,2,2,10.59093314,New,New,New,0
Bus,Good,4,1,83641,760.00,02-04-2023,10,2,19.50021225,Good,New,Weak,1
Truck,Poor,5,4,78365,568.00,11-10-2023,7,2,14.03894217,New,Worn Out,Weak,1
SUV,Good,2,6,122008,485.00,02-01-2024,6,1,16.78327071,Worn Out,Worn Out,Weak,1
Car,Poor,2,6,134852,707.00,25-05-2023,4,1,10.36071377,New,Worn Out,Weak,1
Truck,Poor,1,7,25734,717.00,15-05-2023,9,2,10.78642265,New,New,Good,1
Bus,Good,2,7,21056,512.00,06-12-2023,2,1,19.74794781,Worn Out,Good,New,0
Motorcycle,Average,2,10,8684,628.00,12-08-2023,3,3,18.42885024,New,Worn Out,Good,1
Car,Poor,2,4,117229,555.00,24-10-2023,9,1,17.05461851,New,Worn Out,Good,1
Bus,Poor,5,4,72039,443.00,13-02-2024,2,1,16.17549554,Worn Out,Worn Out,Weak,1
Truck,Average,5,9,64464,712.00,20-05-2023,8,3,13.96986789,New,New,New,1
Motorcycle,Poor,2,3,105044,615.00,25-08-2023,8,0,14.82622109,Worn Out,New,Weak,1
Truck,Poor,3,8,69109,719.00,13-05-2023,1,1,13.25709956,New,Worn Out,Good,1
Car,Good,5,7,142501,640.00,31-07-2023,6,2,11.47932555,Good,Good,Good,1
Van,Average,0,1,39425,664.00,07-07-2023,9,0,15.96830343,New,New,Weak,1
Bus,Average,4,2,8160,703.00,29-05-2023,8,2,17.0242143,Good,New,Good,1
Motorcycle,Average,3,8,7888,637.00,03-08-2023,1,1,17.42557905,Good,Worn Out,Weak,1
Car,Good,5,5,118704,641.00,30-07-2023,3,0,13.24017997,New,Good,Weak,1
Truck,Good,2,5,34074,449.00,07-02-2024,3,3,19.33542857,Worn Out,Good,Good,0
Van,Average,3,3,112961,626.00,14-08-2023,2,2,15.04758081,Good,Good,New,1
Car,Poor,1,6,97403,466.00,21-01-2024,1,2,15.40836814,New,Good,New,0
Truck,Poor,2,4,101698,521.00,27-11-2023,2,1,13.49546109,Worn Out,Good,Good,1
Bus,Average,1,8,149401,601.00,08-09-2023,5,2,16.59978157,Good,Good,Weak,1
Car,Average,2,6,39156,696.00,05-06-2023,8,0,17.07560891,Worn Out,Good,New,0
Motorcycle,Average,2,7,55103,468.00,19-01-2024,10,0,13.52115341,Worn Out,Good,Good,0
Car,Average,2,6,62023,699.00,02-06-2023,1,2,19.76919418,Good,Worn Out,New,1
Van,Poor,1,4,130354,755.00,07-04-2023,8,0,11.06257558,Worn Out,Worn Out,Good,1
Truck,Poor,1,9,138180,589.00,20-09-2023,4,3,12.56268006,Good,Worn Out,Weak,1
Car,Average,0,9,142312,617.00,23-08-2023,8,3,14.10017487,Worn Out,Worn Out,Good,1
SUV,Good,5,2,57436,649.00,22-07-2023,9,2,10.25997012,Good,New,New,1
Van,Poor,0,9,53659,518.00,30-11-2023,4,2,11.40516879,New,Good,Good,0
Bus,Average,1,4,46270,430.00,26-02-2024,9,2,17.90965143,Worn Out,Good,New,1
Car,Poor,2,7,126266,506.00,12-12-2023,6,0,12.50688103,New,Worn Out,New,1
Car,Poor,2,1,17986,703.00,29-05-2023,1,2,13.40926724,Good,New,Good,1
Van,Average,5,2,6194,748.00,14-04-2023,3,2,13.29802925,Worn Out,New,Weak,1
SUV,Poor,2,1,82707,741.00,21-04-2023,6,3,19.98539294,Good,New,Good,1
Motorcycle,Good,0,3,64752,645.00,26-07-2023,2,2,19.16505093,Good,New,New,0
Truck,Average,3,9,64127,652.00,19-07-2023,8,2,18.00488583,Worn Out,Good,Good,1
SUV,Good,1,5,123402,745.00,17-04-2023,8,2,15.33822614,Worn Out,New,Weak,1
Bus,Average,4,8,35605,716.00,16-05-2023,8,1,16.67331218,New,Good,Weak,1
Motorcycle,Average,2,8,91918,689.00,12-06-2023,10,3,10.06716999,Worn Out,Worn Out,New,1
Van,Good,5,4,81325,450.00,06-02-2024,8,3,18.70933128,New,Good,Good,1
Truck,Average,2,2,51953,588.00,21-09-2023,1,1,15.4091308,New,New,New,0
SUV,Average,2,1,112249,687.00,14-06-2023,6,1,14.0996123,Good,New,New,0
Motorcycle,Average,2,6,27548,681.00,20-06-2023,3,0,10.30766018,Good,Good,Good,0
Motorcycle,Average,5,2,5277,508.00,10-12-2023,5,2,19.64942204,Worn Out,New,New,1
SUV,Poor,2,10,36898,655.00,16-07-2023,8,1,17.07310333,Good,New,New,1
SUV,Good,2,9,64133,535.00,13-11-2023,4,1,19.61676612,Worn Out,Worn Out,Weak,1
Bus,Good,1,1,108927,462.00,25-01-2024,4,0,13.18719896,Good,Worn Out,Good,1
Car,Average,2,2,13655,551.00,28-10-2023,5,0,11.59152423,Worn Out,Good,New,0
Motorcycle,Average,0,5,116892,434.00,22-02-2024,7,0,16.63772735,Worn Out,New,Good,0
Motorcycle,Good,1,6,71291,442.00,14-02-2024,5,3,16.88136936,Good,Worn Out,New,1
Motorcycle,Poor,1,8,114131,554.00,25-10-2023,6,1,10.02978389,Good,Good,Weak,1
Motorcycle,Average,4,10,8790,699.00,02-06-2023,2,0,10.79297176,Good,New,Good,1
Van,Average,2,2,94852,591.00,18-09-2023,8,1,17.96977697,New,Good,Good,0
SUV,Average,2,7,64253,479.00,08-01-2024,6,1,15.76541476,Worn Out,Good,Good,0
Bus,Poor,0,10,134455,501.00,17-12-2023,2,2,18.18206882,New,Worn Out,Good,1
Bus,Good,5,8,39826,756.00,06-04-2023,8,0,12.11630692,Worn Out,Worn Out,New,1
Truck,Average,1,4,8609,763.00,30-03-2023,9,2,12.70739639,Good,New,New,1
SUV,Average,4,9,58849,610.00,30-08-2023,3,3,19.18527397,Worn Out,New,Good,1
Car,Poor,3,4,8682,553.00,26-10-2023,9,1,17.70855268,Good,Worn Out,Good,1
SUV,Good,0,10,40674,524.00,24-11-2023,1,0,17.70858595,New,Good,New,0
Car,Good,2,5,84958,462.00,25-01-2024,10,3,10.50540829,Worn Out,New,Weak,1
